Age group,State,City,Location,Activity,Duration,Budget,Rating
51-55,Indiana,Indianapolis,Indianapolis Motor Speedway,Theme Parks,7,1833,3
51-55,Florida,Orlando,Walt Disney World,Hiking,10,2688,5
46-50,New York,New York City,Empire State Building,Hiking,11,2840,4
46-50,Texas,Austin,Zilker Metropolitan Park,Boating,1,263,2
61-65,Indiana,Bloomington,Monroe Lake,Boating,10,3167,3
66-70,New York,Buffalo,Niagara Falls,Sightseeing,2,679,1
61-65,New Mexico,Albuquerque,Sandia Peak Tramway,Boating,13,3101,5
21-25,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,2,246,2
61-65,Nevada,Reno,Lake Tahoe,Theme Parks,6,1621,2
21-25,Michigan,Ann Arbor,University of Michigan,Museum,6,1038,2
56-60,Washington,Spokane,Manito Park,Sightseeing,11,3010,5
61-65,Tennessee,Nashville,Grand Ole Opry,Sightseeing,1,259,4
26-30,Tennessee,Nashville,Grand Ole Opry,Museum,5,818,4
21-25,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Theme Parks,7,1052,3
66-70,California,Los Angeles,Hollywood,Boating,5,1246,3
36-40,Texas,Austin,Zilker Metropolitan Park,Museum,1,213,5
56-60,Washington,Seattle,Space Needle,Museum,13,3404,1
41-45,Washington,Seattle,Space Needle,Museum,3,620,3
31-35,Florida,Orlando,Universal Studios,Theme Parks,5,937,2
26-30,Illinois,Chicago,Willis Tower,Theme Parks,13,2301,5
46-50,Illinois,Chicago,Willis Tower,Theme Parks,1,205,2
21-25,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Visit Historical Sites,12,1762,4
56-60,Florida,Orlando,Walt Disney World,Hiking,7,1638,3
31-35,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Museum,4,583,2
36-40,Colorado,Boulder,Boulder Creek Path,Museum,3,555,4
26-30,Colorado,Boulder,Boulder Creek Path,Hiking,11,1601,3
21-25,Washington,Spokane,Manito Park,Boating,13,1878,1
36-40,Nebraska,Lincoln,Sunken Gardens,Hiking,12,1975,4
36-40,Washington,Spokane,Manito Park,Visit Historical Sites,11,2493,3
51-55,Michigan,Ann Arbor,University of Michigan,Theme Parks,7,1400,2
66-70,Nevada,Las Vegas,The Strip,Theme Parks,6,1905,4
36-40,Nevada,Reno,Lake Tahoe,Theme Parks,11,2097,2
31-35,New York,New York City,Empire State Building,Hiking,3,599,1
46-50,California,San Diego,San Diego Zoo,Sightseeing,2,367,2
51-55,New Mexico,Santa Fe,Santa Fe Plaza,Boating,7,1455,3
61-65,Nebraska,Lincoln,Sunken Gardens,Theme Parks,8,2107,5
26-30,Massachusetts,Boston,Freedom Trail,Visit Historical Sites,13,2026,3
66-70,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Sightseeing,4,1139,2
61-65,Michigan,Detroit,The Detroit Institute of Arts,Boating,3,898,3
26-30,New Mexico,Albuquerque,Sandia Peak Tramway,Theme Parks,7,993,5
21-25,Florida,Miami,Miami Beach,Museum,11,1736,3
61-65,Tennessee,Nashville,Grand Ole Opry,Museum,9,1946,5
21-25,Florida,Miami,Miami Beach,Boating,8,1045,4
56-60,Nevada,Las Vegas,The Strip,Sightseeing,9,1951,1
41-45,Massachusetts,Boston,Freedom Trail,Hiking,12,2040,5
56-60,Illinois,Chicago,Millennium Park,Hiking,4,1124,5
56-60,Florida,Miami,Miami Beach,Visit Historical Sites,12,3329,5
56-60,Michigan,Ann Arbor,University of Michigan,Visit Historical Sites,6,1697,1
21-25,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Museum,2,258,4
66-70,Illinois,Springfield,Lincoln Home National Historic Site,Museum,8,2716,4
41-45,Tennessee,Nashville,Grand Ole Opry,Hiking,10,1879,3
66-70,Michigan,Detroit,The Detroit Institute of Arts,Visit Historical Sites,2,495,4
61-65,Texas,Houston,Space Center,Visit Historical Sites,11,2635,1
46-50,Florida,Orlando,Walt Disney World,Visit Historical Sites,10,1959,2
51-55,Nebraska,Lincoln,Sunken Gardens,Visit Historical Sites,4,875,2
36-40,Illinois,Chicago,Willis Tower,Visit Historical Sites,5,1053,2
31-35,Massachusetts,Boston,Freedom Trail,Sightseeing,7,1487,1
41-45,New Mexico,Albuquerque,Sandia Peak Tramway,Museum,12,2457,4
26-30,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,7,1040,1
51-55,Indiana,Bloomington,Monroe Lake,Visit Historical Sites,8,1666,5
26-30,New York,Buffalo,Niagara Falls,Boating,1,188,3
21-25,California,San Francisco,Alcatraz Island,Hiking,3,490,3
36-40,Washington,Seattle,Pike Place Market,Museum,7,1293,1
31-35,California,San Francisco,Alcatraz Island,Visit Historical Sites,3,568,4
56-60,Massachusetts,Boston,Freedom Trail,Museum,14,3644,5
51-55,Nevada,Las Vegas,The Strip,Hiking,11,3155,3
46-50,Iowa,Des Moines,Iowa State Capitol,Boating,3,715,1
56-60,Arizona,Grand Canyon Village,Grand Canyon,Sightseeing,5,1112,2
41-45,California,San Francisco,Alcatraz Island,Boating,11,2698,5
61-65,New York,New York City,Central Park,Theme Parks,14,3104,5
36-40,Nevada,Las Vegas,Red Rock Canyon,Boating,12,2169,1
56-60,Texas,Austin,Zilker Metropolitan Park,Museum,1,208,1
56-60,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,11,2634,3
21-25,New Mexico,Albuquerque,Sandia Peak Tramway,Hiking,8,1405,1
61-65,Nebraska,Lincoln,Sunken Gardens,Visit Historical Sites,1,239,5
36-40,Nebraska,Omaha,Henry Doorly Zoo,Boating,13,2743,3
46-50,Michigan,Ann Arbor,University of Michigan,Hiking,6,1532,2
61-65,Colorado,Boulder,Boulder Creek Path,Visit Historical Sites,7,1630,4
36-40,Nebraska,Lincoln,Sunken Gardens,Hiking,3,500,3
31-35,Colorado,Boulder,Boulder Creek Path,Theme Parks,2,414,3
31-35,Massachusetts,Cambridge,Harvard University,Boating,1,174,1
21-25,Texas,Austin,Zilker Metropolitan Park,Hiking,10,1549,2
36-40,New Mexico,Santa Fe,Santa Fe Plaza,Visit Historical Sites,2,364,3
31-35,Oregon,Eugene,Mount Pisgah,Hiking,11,2216,3
51-55,Florida,Miami,Everglades,Boating,13,3222,5
66-70,Massachusetts,Boston,Freedom Trail,Visit Historical Sites,1,310,3
41-45,Nebraska,Lincoln,Sunken Gardens,Theme Parks,7,1440,5
31-35,Colorado,Denver,Rocky Mountain National Park,Sightseeing,3,565,1
56-60,Nebraska,Lincoln,Sunken Gardens,Boating,10,2719,2
51-55,Indiana,Indianapolis,Indianapolis Motor Speedway,Sightseeing,4,901,3
46-50,California,San Diego,San Diego Zoo,Sightseeing,9,1692,2
51-55,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Sightseeing,5,1328,1
21-25,Florida,Orlando,Walt Disney World,Boating,7,934,3
31-35,Nevada,Reno,Lake Tahoe,Sightseeing,14,2744,1
26-30,New York,New York City,Central Park,Hiking,2,279,5
41-45,New Mexico,Albuquerque,Sandia Peak Tramway,Sightseeing,6,1191,2
61-65,Nevada,Las Vegas,The Strip,Visit Historical Sites,14,3095,4
51-55,Colorado,Denver,Rocky Mountain National Park,Museum,9,2160,2
61-65,Texas,Houston,Houston Zoo,Hiking,3,681,5
61-65,Washington,Spokane,Manito Park,Hiking,8,2003,4
26-30,Nevada,Las Vegas,Red Rock Canyon,Hiking,13,1781,2
41-45,Indiana,Bloomington,Monroe Lake,Museum,11,2465,1
41-45,New Mexico,Albuquerque,Sandia Peak Tramway,Hiking,3,547,4
51-55,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Visit Historical Sites,7,1639,4
31-35,Tennessee,Memphis,Graceland,Museum,3,496,4
31-35,Illinois,Chicago,Willis Tower,Theme Parks,6,1213,4
31-35,Massachusetts,Cambridge,Harvard University,Sightseeing,8,1263,4
21-25,New York,New York City,Empire State Building,Theme Parks,5,757,3
41-45,California,Los Angeles,Hollywood,Visit Historical Sites,10,1909,5
36-40,Texas,Houston,Houston Zoo,Museum,13,2948,5
66-70,Oregon,Portland,Portland Japanese Garden,Hiking,9,2166,5
36-40,Arizona,Phoenix,Desert Botanical Garden,Boating,10,2193,3
26-30,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Theme Parks,6,1150,5
46-50,New Mexico,Santa Fe,Santa Fe Plaza,Visit Historical Sites,12,3047,4
56-60,Massachusetts,Cambridge,Harvard University,Theme Parks,8,1705,3
66-70,New Mexico,Albuquerque,Sandia Peak Tramway,Hiking,7,1738,3
61-65,Indiana,Bloomington,Monroe Lake,Visit Historical Sites,7,2013,1
36-40,Nebraska,Omaha,Henry Doorly Zoo,Hiking,5,1127,2
31-35,Texas,Austin,The State Capitol,Museum,8,1550,1
46-50,Massachusetts,Cambridge,Harvard University,Theme Parks,14,3657,5
21-25,New York,Buffalo,Buffalo Zoo,Hiking,13,1689,4
31-35,Florida,Miami,Everglades,Hiking,5,738,4
21-25,Tennessee,Nashville,Grand Ole Opry,Museum,11,1522,2
61-65,Indiana,Indianapolis,Indianapolis Motor Speedway,Museum,1,282,3
36-40,California,San Francisco,Golden Gate Bridge,Boating,13,2266,4
46-50,Illinois,Springfield,Lincoln Home National Historic Site,Boating,5,1206,1
36-40,New Mexico,Santa Fe,Santa Fe Plaza,Theme Parks,6,1021,4
26-30,Washington,Seattle,Pike Place Market,Theme Parks,13,1874,2
46-50,Oregon,Portland,Portland Japanese Garden,Visit Historical Sites,6,1307,4
56-60,Indiana,Indianapolis,Indianapolis Motor Speedway,Museum,12,2602,2
36-40,Tennessee,Memphis,Graceland,Visit Historical Sites,3,607,1
41-45,Nevada,Reno,Lake Tahoe,Theme Parks,9,2165,3
41-45,Indiana,Bloomington,Monroe Lake,Boating,5,886,3
66-70,Massachusetts,Boston,Fenway Park,Museum,5,1347,2
21-25,New Mexico,Santa Fe,Santa Fe Plaza,Theme Parks,4,499,3
31-35,New Mexico,Albuquerque,Sandia Peak Tramway,Boating,4,715,4
21-25,Texas,Dallas,The Sixth Floor Museum,Museum,2,343,5
21-25,Texas,Houston,Houston Zoo,Theme Parks,10,1697,4
36-40,Florida,Orlando,Universal Studios,Visit Historical Sites,8,1743,5
61-65,Texas,Austin,Zilker Metropolitan Park,Boating,13,3073,2
26-30,Michigan,Detroit,The Detroit Institute of Arts,Museum,13,2008,4
46-50,New Mexico,Santa Fe,Santa Fe Plaza,Boating,7,1473,2
56-60,Texas,Austin,The State Capitol,Hiking,5,1444,4
56-60,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Museum,12,3534,5
66-70,Nebraska,Omaha,Henry Doorly Zoo,Sightseeing,11,3666,3
41-45,Nebraska,Omaha,Henry Doorly Zoo,Museum,3,728,5
56-60,Arizona,Grand Canyon Village,Grand Canyon,Hiking,12,3472,4
21-25,Nebraska,Omaha,Henry Doorly Zoo,Boating,3,384,1
36-40,Washington,Seattle,Pike Place Market,Hiking,13,2508,4
31-35,Texas,Austin,The State Capitol,Theme Parks,6,902,3
26-30,Colorado,Denver,Rocky Mountain National Park,Visit Historical Sites,8,1410,1
46-50,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,9,1642,1
56-60,Arizona,Phoenix,Desert Botanical Garden,Hiking,3,835,5
21-25,Michigan,Detroit,The Detroit Institute of Arts,Sightseeing,7,944,4
41-45,Tennessee,Nashville,Grand Ole Opry,Hiking,4,890,4
51-55,Nevada,Las Vegas,Red Rock Canyon,Hiking,11,2896,2
31-35,Massachusetts,Boston,Fenway Park,Hiking,5,816,4
51-55,Washington,Spokane,Manito Park,Hiking,8,1697,4
31-35,New York,New York City,Empire State Building,Boating,10,1821,3
56-60,Michigan,Detroit,The Detroit Institute of Arts,Hiking,10,3017,4
66-70,New York,New York City,Central Park,Hiking,1,283,3
51-55,Nebraska,Omaha,Henry Doorly Zoo,Sightseeing,13,2693,3
21-25,New York,Buffalo,Buffalo Zoo,Hiking,12,1787,4
66-70,Florida,Orlando,Universal Studios,Theme Parks,7,2108,1
31-35,New York,New York City,Empire State Building,Museum,6,904,2
51-55,Oregon,Portland,Portland Japanese Garden,Sightseeing,14,3201,5
21-25,New Mexico,Albuquerque,Sandia Peak Tramway,Hiking,8,1381,3
46-50,Indiana,Bloomington,Monroe Lake,Hiking,1,213,4
56-60,Colorado,Boulder,Boulder Creek Path,Hiking,4,913,4
46-50,Washington,Spokane,Manito Park,Theme Parks,2,498,5
36-40,Indiana,Indianapolis,Indianapolis Motor Speedway,Hiking,9,1586,3
26-30,Indiana,Indianapolis,Indianapolis Motor Speedway,Theme Parks,13,2563,1
66-70,Illinois,Chicago,Willis Tower,Sightseeing,12,3293,4
56-60,California,Los Angeles,Santa Monica Pier,Theme Parks,12,3351,1
41-45,Michigan,Ann Arbor,University of Michigan,Hiking,1,202,1
51-55,Michigan,Ann Arbor,University of Michigan,Theme Parks,9,2404,5
36-40,Michigan,Ann Arbor,University of Michigan,Theme Parks,12,2481,4
36-40,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,10,2187,3
31-35,Oregon,Eugene,Mount Pisgah,Museum,1,202,5
56-60,Iowa,Des Moines,Iowa State Capitol,Hiking,7,2041,1
51-55,Nebraska,Lincoln,Sunken Gardens,Boating,9,2280,2
56-60,Colorado,Denver,Rocky Mountain National Park,Boating,8,1770,4
41-45,Massachusetts,Cambridge,Harvard University,Visit Historical Sites,5,981,5
51-55,California,San Diego,Balboa Park,Boating,14,2851,2
21-25,Arizona,Phoenix,Desert Botanical Garden,Theme Parks,2,293,5
36-40,New Mexico,Santa Fe,Santa Fe Plaza,Museum,5,1107,5
46-50,Michigan,Detroit,The Detroit Institute of Arts,Sightseeing,10,2375,3
26-30,New Mexico,Albuquerque,Sandia Peak Tramway,Hiking,11,2102,3
26-30,Oregon,Eugene,Mount Pisgah,Boating,14,1983,3
61-65,Washington,Seattle,Pike Place Market,Theme Parks,4,1197,3
46-50,Arizona,Grand Canyon Village,Grand Canyon,Hiking,6,1252,4
36-40,New York,New York City,Empire State Building,Sightseeing,9,1420,4
46-50,New York,Buffalo,Buffalo Zoo,Sightseeing,8,2156,2
66-70,Illinois,Springfield,Lincoln Home National Historic Site,Museum,2,663,1
36-40,Indiana,Indianapolis,Indianapolis Motor Speedway,Sightseeing,7,1158,5
61-65,Washington,Seattle,Space Needle,Theme Parks,11,2465,4
26-30,Florida,Miami,Everglades,Sightseeing,5,974,3
56-60,California,San Francisco,Alcatraz Island,Visit Historical Sites,6,1271,5
46-50,Nevada,Reno,Lake Tahoe,Museum,14,2822,3
61-65,Tennessee,Nashville,Grand Ole Opry,Boating,11,3105,5
36-40,Nebraska,Lincoln,Sunken Gardens,Museum,7,1262,2
26-30,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,14,2750,1
56-60,Illinois,Chicago,Millennium Park,Hiking,14,3124,2
41-45,Michigan,Detroit,The Detroit Institute of Arts,Sightseeing,12,2336,5
21-25,Indiana,Indianapolis,Indianapolis Motor Speedway,Sightseeing,5,772,5
21-25,Arizona,Phoenix,Desert Botanical Garden,Museum,10,1512,3
36-40,Illinois,Chicago,Willis Tower,Museum,3,651,4
21-25,Illinois,Springfield,Lincoln Home National Historic Site,Boating,11,1475,1
51-55,California,Los Angeles,Hollywood,Boating,9,2225,1
41-45,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,11,2413,2
36-40,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Museum,9,1872,1
66-70,Michigan,Detroit,The Detroit Institute of Arts,Museum,5,1251,1
41-45,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,12,2912,5
41-45,Nevada,Las Vegas,Red Rock Canyon,Museum,11,2381,4
26-30,Massachusetts,Boston,Freedom Trail,Museum,10,1632,5
36-40,New York,New York City,Central Park,Sightseeing,12,1970,2
61-65,New York,Buffalo,Buffalo Zoo,Visit Historical Sites,3,831,3
61-65,Oregon,Portland,Portland Japanese Garden,Visit Historical Sites,1,257,2
46-50,Arizona,Phoenix,Desert Botanical Garden,Museum,14,3317,2
36-40,Massachusetts,Boston,Fenway Park,Sightseeing,6,1115,5
41-45,Massachusetts,Cambridge,Harvard University,Boating,4,801,3
36-40,New York,Buffalo,Niagara Falls,Hiking,12,2708,5
36-40,Texas,Austin,The State Capitol,Hiking,13,2232,2
46-50,Nevada,Reno,Lake Tahoe,Boating,12,2410,3
46-50,New York,Buffalo,Niagara Falls,Sightseeing,5,945,4
61-65,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,7,1913,4
51-55,Florida,Orlando,Walt Disney World,Theme Parks,13,3506,3
56-60,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,7,1725,2
51-55,Washington,Seattle,Space Needle,Hiking,7,1529,2
46-50,Indiana,Indianapolis,Indianapolis Motor Speedway,Museum,10,2125,2
41-45,Iowa,Des Moines,Iowa State Capitol,Theme Parks,14,2916,4
61-65,California,San Francisco,Alcatraz Island,Theme Parks,5,1099,1
41-45,Iowa,Des Moines,Iowa State Capitol,Boating,10,2264,2
51-55,Illinois,Springfield,Lincoln Home National Historic Site,Sightseeing,13,3539,1
66-70,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,3,898,2
21-25,Washington,Spokane,Manito Park,Boating,9,1164,4
51-55,Massachusetts,Boston,Freedom Trail,Sightseeing,4,772,5
36-40,Washington,Spokane,Manito Park,Sightseeing,3,663,3
66-70,Arizona,Phoenix,Desert Botanical Garden,Museum,12,3672,2
31-35,Colorado,Denver,Rocky Mountain National Park,Sightseeing,1,145,2
41-45,Nevada,Reno,Lake Tahoe,Boating,7,1281,5
56-60,Texas,Dallas,The Sixth Floor Museum,Hiking,5,1027,1
56-60,Indiana,Indianapolis,Indianapolis Motor Speedway,Sightseeing,9,2067,5
61-65,New York,Buffalo,Buffalo Zoo,Hiking,13,3442,5
36-40,Nebraska,Lincoln,Sunken Gardens,Museum,9,1546,2
46-50,Oregon,Portland,Portland Japanese Garden,Museum,10,2114,1
66-70,Florida,Orlando,Universal Studios,Boating,10,2686,4
56-60,Iowa,Des Moines,Iowa State Capitol,Boating,6,1553,2
66-70,Nevada,Reno,Lake Tahoe,Museum,5,1407,5
66-70,New York,Buffalo,Niagara Falls,Visit Historical Sites,12,3745,1
36-40,New York,Buffalo,Buffalo Zoo,Visit Historical Sites,8,1563,4
21-25,Massachusetts,Cambridge,Harvard University,Sightseeing,1,159,5
51-55,Illinois,Chicago,Millennium Park,Visit Historical Sites,2,561,2
36-40,Arizona,Grand Canyon Village,Grand Canyon,Museum,12,2191,4
51-55,New York,Buffalo,Buffalo Zoo,Theme Parks,6,1517,3
21-25,Indiana,Bloomington,Monroe Lake,Museum,8,1270,2
41-45,Oregon,Eugene,Mount Pisgah,Museum,11,2147,5
31-35,Nevada,Reno,Lake Tahoe,Sightseeing,9,1344,5
56-60,Texas,Dallas,The Sixth Floor Museum,Theme Parks,4,944,3
66-70,Massachusetts,Boston,Freedom Trail,Museum,11,3282,5
46-50,Colorado,Denver,Rocky Mountain National Park,Theme Parks,5,1272,3
56-60,Texas,Houston,Houston Zoo,Hiking,9,2001,5
31-35,Illinois,Chicago,Willis Tower,Museum,12,1987,4
51-55,Indiana,Bloomington,Monroe Lake,Theme Parks,2,514,4
66-70,Texas,Dallas,The Sixth Floor Museum,Theme Parks,13,3447,3
31-35,Washington,Spokane,Manito Park,Hiking,9,1514,4
66-70,Texas,Austin,Zilker Metropolitan Park,Hiking,11,3073,4
51-55,Texas,Austin,The State Capitol,Sightseeing,14,3224,2
36-40,New York,Buffalo,Buffalo Zoo,Sightseeing,6,1052,4
46-50,Massachusetts,Cambridge,Harvard University,Theme Parks,9,1927,4
21-25,Indiana,Indianapolis,Indianapolis Motor Speedway,Hiking,2,318,3
61-65,Nebraska,Lincoln,Sunken Gardens,Hiking,12,3806,1
61-65,Texas,Dallas,The Sixth Floor Museum,Hiking,9,2765,1
26-30,New Mexico,Albuquerque,Sandia Peak Tramway,Museum,10,1447,5
46-50,Arizona,Grand Canyon Village,Grand Canyon,Boating,11,2085,1
41-45,Massachusetts,Cambridge,Harvard University,Boating,1,218,5
21-25,Texas,Austin,The State Capitol,Theme Parks,3,410,1
61-65,Indiana,Bloomington,Monroe Lake,Museum,14,3596,2
36-40,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,10,1943,4
56-60,Florida,Orlando,Walt Disney World,Hiking,10,3055,3
46-50,Oregon,Eugene,Mount Pisgah,Sightseeing,5,945,1
21-25,Arizona,Phoenix,Desert Botanical Garden,Visit Historical Sites,4,655,2
46-50,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,3,797,3
21-25,Indiana,Indianapolis,Indianapolis Motor Speedway,Sightseeing,9,1174,4
31-35,Nevada,Reno,Lake Tahoe,Museum,7,1421,4
51-55,Texas,Dallas,The Sixth Floor Museum,Visit Historical Sites,9,2207,5
21-25,Arizona,Phoenix,Desert Botanical Garden,Visit Historical Sites,11,1777,4
21-25,Texas,Houston,Space Center,Sightseeing,10,1398,1
51-55,New Mexico,Santa Fe,Santa Fe Plaza,Museum,11,2284,4
26-30,Oregon,Portland,Portland Japanese Garden,Theme Parks,3,572,4
46-50,New Mexico,Albuquerque,Sandia Peak Tramway,Museum,1,246,4
66-70,Arizona,Phoenix,Desert Botanical Garden,Museum,3,713,4
66-70,Florida,Miami,Miami Beach,Visit Historical Sites,10,3330,4
66-70,Tennessee,Nashville,Grand Ole Opry,Visit Historical Sites,4,950,4
56-60,Nevada,Reno,Lake Tahoe,Theme Parks,12,3455,2
41-45,Tennessee,Memphis,Graceland,Museum,5,1140,5
41-45,Iowa,Des Moines,Iowa State Capitol,Hiking,10,2350,5
26-30,Oregon,Portland,Portland Japanese Garden,Sightseeing,2,269,1
36-40,Texas,Austin,The State Capitol,Sightseeing,5,1163,3
26-30,New Mexico,Albuquerque,Sandia Peak Tramway,Visit Historical Sites,9,1754,1
61-65,Iowa,Des Moines,Iowa State Capitol,Sightseeing,8,2289,5
46-50,Arizona,Phoenix,Desert Botanical Garden,Hiking,9,1847,2
41-45,Massachusetts,Cambridge,Harvard University,Boating,7,1591,5
66-70,New Mexico,Santa Fe,Santa Fe Plaza,Theme Parks,5,1307,4
41-45,Texas,Dallas,The Sixth Floor Museum,Theme Parks,10,2162,4
46-50,Indiana,Bloomington,Monroe Lake,Theme Parks,12,2671,4
51-55,Florida,Miami,Everglades,Visit Historical Sites,8,1762,3
36-40,Colorado,Denver,Rocky Mountain National Park,Sightseeing,14,3275,3
31-35,Nevada,Reno,Lake Tahoe,Boating,2,405,1
61-65,Florida,Orlando,Walt Disney World,Sightseeing,11,2970,2
26-30,Tennessee,Nashville,Grand Ole Opry,Theme Parks,7,1014,3
56-60,Texas,Dallas,The Sixth Floor Museum,Boating,10,2995,3
21-25,Washington,Seattle,Space Needle,Theme Parks,7,1179,1
31-35,New York,Buffalo,Buffalo Zoo,Boating,9,1437,4
26-30,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Theme Parks,3,399,3
36-40,Florida,Miami,Miami Beach,Boating,2,445,5
51-55,Iowa,Des Moines,Iowa State Capitol,Sightseeing,9,1907,4
61-65,Washington,Spokane,Manito Park,Visit Historical Sites,3,674,1
41-45,Texas,Dallas,The Sixth Floor Museum,Boating,8,1992,2
41-45,Tennessee,Memphis,Graceland,Theme Parks,14,3259,3
31-35,Florida,Miami,Everglades,Sightseeing,11,2265,5
21-25,Arizona,Phoenix,Desert Botanical Garden,Visit Historical Sites,1,138,5
41-45,Illinois,Springfield,Lincoln Home National Historic Site,Visit Historical Sites,10,1936,4
61-65,Washington,Spokane,Manito Park,Boating,2,594,2
46-50,Colorado,Boulder,Boulder Creek Path,Boating,14,3563,2
56-60,New York,Buffalo,Buffalo Zoo,Hiking,3,864,5
26-30,Nevada,Reno,Lake Tahoe,Visit Historical Sites,5,714,1
21-25,Arizona,Grand Canyon Village,Grand Canyon,Sightseeing,6,993,5
46-50,Arizona,Grand Canyon Village,Grand Canyon,Hiking,4,818,2
46-50,Tennessee,Memphis,Graceland,Museum,8,1518,1
36-40,New Mexico,Santa Fe,Santa Fe Plaza,Visit Historical Sites,6,1281,1
